374537	0	0.5	0.3
18026	0	0.3	0.2
250070	0	0.2	0.2
129746	1	0.4	0.6
17040	1	0	0.7
237952	0	0.2	0.5
55715	0	0.4	0.1
99031	1	0.4	0.4
388659	1	0	0.4
178822	1	0.8	0.6
54188	1	0.4	0.2
288869	0	0.6	0.8
56128	1	0.3	0.5
50871	1	0.3	0.6
149878	1	0.7	0.3
57983	1	0.9	0.4
250136	0	1	1
249301	1	0	0.8
348520	1	0.7	0.4
204204	0	0.8	0
61577	0	0.7	0.2
27803	0	0.1	0.2
297418	0	0	1
129220	1	0.9	0.2
2656	1	0.4	0.2
327835	0	0.5	0.2
49846	0	0.1	0.4
117682	0	1	0.7
127078	0	0.3	0.4
68527	1	0.7	1
302582	1	0	1
403764	1	0.8	0.6
342389	1	0.4	1
200531	1	0.8	0.1
67705	1	0.2	0.3
183487	0	0.5	0.3
119661	0	0.9	1
343674	1	0.1	0.1
21083	0	0.1	0.5
65802	0	0	0.9
247344	0	0.1	0.1
184930	1	0.5	0.3
68218	1	0.6	0.6
257647	0	0.1	0.7
143208	1	1	0.9
340882	1	0.1	0
245874	0	0.6	0.7
83115	1	0.5	0.6
405133	0	0.2	0.1
139871	1	1	0.6
322391	0	0	0.4
139532	1	0.1	0.2
43019	0	0.9	0.1
182816	1	0.8	0.2
87988	0	0	0.6
290599	0	0.7	0.2
182055	1	0.6	0.8
96628	0	1	0.3
10745	0	0.1	0.2
108858	1	0.1	0.7
356204	1	0.3	0.3
254008	0	0.3	0.2
417685	1	0.9	1
7345	0	1	0.4
261345	0	0.8	0.7
323782	0	0.1	0.3
177012	0	0.9	0.3
212514	1	0.9	0.5
406497	1	0.4	0.2
151285	0	0.3	0.1
6858	0	0.6	0.1
932	0	0.7	0.3
270141	1	0.1	0.7
267864	1	0.5	0.7
212204	0	0	0.7
105864	0	0.9	0.2
165189	0	0.1	0.4
30005	0	1	0.7
164128	1	0.5	0
132103	0	0.2	0.1
229826	1	0.6	0.7
74723	0	0.5	1
379424	0	0	0.6
395339	0	0.5	0.2
181740	0	0.5	0
177284	0	0.9	1
188485	0	0.5	0.6
63388	1	0.5	0.1
115585	0	0.6	0.8
204968	0	0.7	0.7
93562	1	0.5	0.3
320658	0	0.2	0.2
184618	0	0.3	0.3
35321	0	0.2	0.8
176043	1	1	0.6
149650	0	0.2	0.4
243287	0	0.6	0.5
168344	1	0.8	1
417505	0	0.2	0.1
268278	1	0.4	0.7
260469	1	0.7	0.8
84935	1	0.7	1
45645	1	1	0.3
25795	1	0.8	0.4
340227	1	0.5	0.9
136552	0	0	0.3
88013	0	0.2	0.5
405589	1	0.4	0.9
179497	1	0.2	0.3
257466	1	0.1	0.1
45942	0	0.9	0.8
57033	1	0.1	0
80713	1	1	0.1
205670	1	0.2	0.2
10083	1	0	0.3
102064	0	0.1	0.3
126923	1	1	0.1
105013	0	0.2	0.5
274777	1	0.7	0.2
121389	1	0.6	0.5
319979	0	0.2	0.6
379385	1	0.5	0.3
148050	0	0.6	0.5
191169	0	0	0.5
56070	1	1	0.1
48782	0	0.6	0.5
380116	1	1	0.2
303286	0	0.6	0.4
412224	0	0	0.9
370470	1	0	0.1
201430	1	0.6	0.9
185210	1	0.2	0.9
405987	0	0.6	0.3
161701	0	0.2	0.8
189948	1	0.7	0.2
63186	1	0.1	1
166633	1	0.3	0.8
289597	0	0.2	0.1
385211	0	0.6	0
50061	1	0.1	0.1
103744	1	0.1	0.4
251026	1	0.5	0.1
199077	1	0	0.3
198120	0	0.6	0.5
357852	0	0.5	0.8
92729	0	0.2	0.7
167440	1	0.2	0.6
321423	0	0.3	0.9
338972	1	0.9	0.1
10209	0	0.8	0.7
320608	0	0.3	0.1
236762	0	0.6	0.5
274549	0	0	0.7
324791	0	0.9	0
168218	0	0	0.9
169379	0	1	0
221657	0	0.6	0.2
45300	1	0.2	0.8
47795	1	0.8	0.3
171091	0	0.8	0.3
164462	1	0.9	0
241314	0	0.9	0.9
252157	1	1	0.1
35212	0	0.2	0.6
265824	1	0.9	1
124983	1	0.1	0.9
146271	0	0.5	0
217708	0	0.1	0.7
190855	0	0.8	0.8
119424	0	0.3	0.9
184614	1	0	0.6
229014	0	0.7	0.9
67243	1	0.6	0.8
103848	1	0.6	0.1
53783	0	0.9	0.3
365419	1	0	0
363869	0	1	0.6
45510	0	0	0.9
324493	1	0.3	0.5
318517	0	0.9	0.6
145877	0	0.7	0.8
105581	1	0.5	0
305223	0	1	0.2
182067	0	0	0
398592	1	0.3	0.8
372851	1	0.1	0.1
292622	0	0.1	1
57307	1	0.4	0.4
90423	1	0.7	0.4
333536	0	0.2	0.7
333471	0	0.1	0.8
90549	0	0	0.1
162194	0	0.5	0.7
306246	1	0.1	0.1
324652	0	0.4	0.9
67000	0	0.9	0.5
323558	1	1	0.2
385844	1	0.2	0.8
17388	1	0.7	0.3
338217	0	0.5	1
15649	1	0.5	0.6
169869	0	0.3	0.9
266478	1	0.1	0.8
68370	0	0.4	1
169424	0	0	0.6
163513	1	0.8	1
290724	0	0.3	0.1
120146	1	0.4	0.1
238123	1	0.8	0.9
177351	0	0.3	0.6
232069	0	0.6	0.5
170050	1	0.6	0.7
180922	0	0.3	0.1
16180	1	0.2	0.3
214834	0	0.5	0.1
368747	1	0.8	0.4
329058	1	0.9	0.2
189443	1	0.7	0.2
126550	1	0.1	0.8
115425	0	0.4	1
88605	1	0.8	0.1
125098	1	0.1	0.4
291413	0	0.8	0.2
182983	0	0.4	0.5
419199	1	0	0.8
353816	0	0.8	0.3
59453	1	0.4	0.3
248694	1	0.5	0.9
51109	1	0.6	0.6
111817	1	0	0.5
316750	0	0.6	0
194365	1	0.4	0.3
238649	0	1	0.4
42475	0	0.9	0.1
138349	0	0.3	1
177258	0	0.8	0.3
207595	1	0.7	0.8
213445	0	0.1	0.3
144711	1	0.7	0.8
238912	1	0.8	0.3
227582	0	0.6	0.5
214579	1	0.3	0.9
265365	1	0.1	0.8
68746	0	0	0.8
364997	0	0.7	0.7
95196	1	0.5	0.8
336844	1	0.1	0.2
5495	0	0.6	0.4
170335	0	0.7	0.2
320207	0	0	0.3
233509	0	0.1	0.5
82262	1	0.6	0.7
205565	0	0.9	0.3
274802	1	0.3	0.2
113627	1	0.1	1
97198	1	0.5	0.1
417631	1	0.4	0.5
287207	0	0.8	0.3
219385	1	0.6	0.7
268473	0	0.2	0
219565	1	0.2	0.1
406696	1	0.9	0.4
235827	0	0.5	0.9
351187	0	0.9	0.8
365410	0	0.2	0.8
356715	1	0.5	0.5
193682	1	0	0.8
372496	1	0.3	0.2
204949	1	0.2	0.5
238889	0	0.8	0.9
73851	1	0.4	0.3
172838	1	0.6	0.5
162618	0	0.8	0.6
36990	1	0.9	0.7
324544	1	0.3	0.9
134383	0	0.1	0.5
186466	1	0.4	0.2
420101	0	0.5	0.3
114096	1	0.6	0.1
269061	1	0	0.7
250750	0	0.3	0.9
117955	0	0.1	0.3
418235	0	0.3	0
145376	0	0.4	0.9
173607	0	0.3	0.2
224182	1	1	0.3
137737	0	0.6	0.6
76568	1	0.9	0.8
382153	0	0	0.5
90356	1	0.4	0.7
409894	0	0.9	0.9
3492	0	1	0.7
193420	0	0.3	0.8
200027	0	0.2	0.4
199848	0	0	0.2
8702	0	0.8	0.9
399954	1	0.3	0.1
378356	1	0.2	0
368332	0	0.9	0.6
328463	0	0.6	0.1
371710	1	0.5	0.7
166831	1	0.3	0.9
410644	0	0.5	1
175137	1	0.9	0.3
93873	1	0.4	0.6
348169	0	0.3	0.7
388701	0	0.9	1
267583	0	0.1	1
335438	0	0	0.1
307285	1	0.1	0.4
188224	0	0.8	0.5
163871	0	0.7	0.9
14332	1	0.4	0.3
185070	1	0.4	0.7
42845	1	0.6	0.5
333643	0	0.8	0.1
356662	1	0.1	0.1
309865	0	0.1	0.1
295870	0	0.6	0.5
296944	1	0	0
408092	1	0.1	0.8
418417	1	0.4	0.9
232131	0	1	0.7
237633	0	0	0.8
235405	0	1	0.9
419646	1	0	0.9
184015	1	0.2	0
173419	1	0.6	0.9
107247	1	0.8	0.9
338912	1	0	0.4
272205	1	0.3	0.4
204901	1	0.9	0.1
98914	0	0.1	0.8
173929	0	0.8	0.9
195076	1	0	1
173275	0	0.4	0.3
219993	0	0.3	0.2
