606	0	0.2	0.5
22768	0	0.5	0.2
366081	1	0.1	0.2
354613	0	0.1	0.5
233899	1	0.2	0.4
119451	1	1	1
295627	1	1	1
23149	1	0.6	0.6
271801	1	0.9	0.2
168087	0	0.6	0
408009	1	0.7	0.4
78351	0	0.3	0.6
1754	0	0	0.1
94253	0	0.9	0.6
367394	1	0.2	0.8
154002	1	0.3	0.1
96626	0	0.7	0.5
115597	0	0.7	0.4
302658	0	0.5	1
234699	0	0.9	0.1
152722	0	0.4	0.1
147906	0	0.4	0.4
49277	0	1	0.9
131595	0	0.8	1
168321	0	0.6	0.9
24116	1	0.2	0.2
71738	0	0.1	0.6
91633	0	1	1
161843	0	0.6	0
63326	0	0.2	0.8
209640	0	0.9	0
275221	1	0.4	0.7
88398	1	0.1	0.1
354369	1	0	0.2
44520	0	0.3	0.8
192156	0	0	0.9
235301	0	1	0.3
108068	0	0	0.2
26440	0	1	0.4
143614	1	0.6	0.9
26388	1	0.8	0.3
6630	0	0.2	0
180216	1	0.1	0
129637	0	0.6	0.9
271465	1	0.9	0.1
206532	0	0.7	0.2
346537	0	0.2	0.7
342241	1	0.4	1
241606	0	0.6	0.5
382503	1	0.4	0.6
313334	1	0.4	0.8
25557	1	0.6	0.9
94216	0	0.6	0.4
337241	0	0	0.1
97103	1	0.3	0.4
260899	0	0	1
27822	0	0.2	0.1
30288	1	0.6	1
339519	0	0.7	0.9
107598	1	0.6	1
129403	1	0.8	0.8
116007	1	0	0.5
231553	0	0.8	0.6
343683	0	0.4	0.2
120879	1	0.7	0
14380	1	0.4	0
302639	1	0.8	0.4
380182	0	0.1	0.5
45893	1	0.5	0.8
34053	1	0.8	0.9
373603	1	0.9	0.9
52260	0	0.3	0.5
77627	1	0.1	1
296741	0	0.5	0.9
65734	0	0.1	0.9
147179	0	0.1	0.4
195876	1	0.8	0
72696	1	0.3	0.9
109454	0	0.3	1
295961	0	0.6	0.5
337479	1	0.7	0.5
137995	0	0.3	0
9338	0	0.2	0.3
345475	1	0.7	0
30732	0	0.6	0.2
98321	1	0.7	0.8
9645	1	0	0.1
92482	1	0.1	0.1
247317	0	0	0.9
127202	0	0.8	0.5
88438	0	0.1	0.8
71159	1	0.6	0.2
279700	0	0.3	0.5
327486	0	0.6	0.6
169478	1	0	1
376568	0	1	0.5
149564	0	0	0.5
2748	1	0	0
325021	1	0	0.7
122341	1	0.5	0.6
108155	0	0.6	0.4
197693	1	0.4	0.6
417685	1	0.9	1
391470	0	0.3	0.4
83075	1	0.1	0
391948	0	0.3	0.5
101475	0	0.6	0.4
164973	1	0.6	0.6
298978	0	0.6	0.5
9848	0	0.5	0.8
164640	1	0.2	0.4
133917	1	0.1	0.8
267221	1	0.1	1
111483	0	0.6	0.1
148403	1	0	0.8
18501	0	1	0.1
339501	1	0.7	0.9
23454	1	0.3	0.2
256402	0	0.6	1
353940	1	0.2	0.1
239201	1	0.8	0.4
235121	1	0.3	0.7
383477	1	0.2	0.4
394454	0	0.4	0.5
281448	1	0.7	0
407212	1	0.2	0.2
403140	0	0.6	0
308136	0	0.3	0.6
115582	0	0.6	0.3
271667	1	0.4	0.3
176550	1	0.3	0.7
93184	1	0	0.3
190850	0	0.9	0.6
299227	1	0.6	0.4
186709	0	0.7	0.1
61602	0	0.5	0.2
199050	1	0	0.1
320954	0	1	0.2
89030	1	0.6	0.6
161184	1	0.9	0.6
199373	1	0.7	0.1
159242	1	0	0.8
182957	0	0.1	0.9
242592	1	0.6	1
299743	0	0.3	0
361409	0	0.3	0.8
403538	1	0.8	0
153357	0	0.9	0.2
236936	0	0.1	0.8
130257	0	0.8	0
201588	1	0	0
11395	0	0.8	0.2
38678	1	0.9	0
159460	0	0.1	0.1
93591	1	0.9	0.6
381098	0	1	0.6
165832	0	0.9	0.1
347391	1	0.9	1
96700	0	0.3	0.8
233087	1	0	0
316170	1	0.5	0.2
178554	0	0	0.2
360868	0	0.9	0.3
179187	0	0.1	1
88447	0	0.8	1
336032	1	0.4	0.9
79313	1	0.2	0.4
361218	1	0.8	0
339352	1	1	0.6
199113	1	0.1	0.4
271051	1	0	0.2
325109	0	0.2	0.2
166529	1	0	0.4
182794	0	0.6	1
157786	0	0.9	0.5
139555	0	1	0.2
31052	0	0.8	0.6
398400	1	0.8	0.7
71547	1	0.7	0.4
282491	0	0.6	0.4
132867	0	1	0.8
133318	0	0.9	0.1
179340	1	0.1	0
277488	0	0.4	0.1
183864	1	0.7	0.9
48326	1	1	0.8
340737	0	0	0.5
303443	1	0.2	0
336820	1	0.9	0
397322	0	0.8	0.6
378930	1	0.2	0.9
88996	0	0.4	0.6
266573	0	1	0.3
271606	1	0.9	1
408999	1	0.4	0.7
368279	1	0.1	0.3
54826	1	0.7	0.9
166011	1	1	0.1
191702	1	0.1	0
22806	1	0.1	0.7
17514	0	0.3	0.1
113637	0	0.6	0.3
256654	0	0.1	0.4
222811	0	0.8	0.3
229001	0	1	0.6
124644	1	0.5	0.2
138290	1	1	0.3
116603	1	1	1
219990	0	1	0.7
62600	0	1	0.2
85098	1	0.3	0.1
55471	0	0.9	0.4
361543	0	0.1	0.1
325300	1	0.3	1
79234	1	1	0
89843	0	0	1
247403	1	0.8	0.7
190842	0	1	0.1
272012	1	0.1	0.5
110377	1	0.2	0.9
202939	1	0.6	0.1
8259	0	0.7	0.9
256175	0	0.3	1
381109	1	0.5	0
9196	0	0	0.1
145868	1	0.1	0.9
182807	0	0	1
37110	0	0.4	0.5
194819	0	0.8	0.3
133684	0	0.5	0.6
399244	0	0.1	0.7
268063	0	0.5	0.5
305226	1	1	0.2
214760	0	0.2	0.1
151304	0	0.3	1
172075	1	0.1	0.1
328483	0	0	0.2
382376	0	0.9	1
219703	0	0.6	0.5
118301	0	1	0.5
288469	1	0.3	0.8
68608	1	0.8	0.9
294154	1	0.1	0.8
229227	1	0.8	0.3
210869	0	0	0
189654	1	0.9	0.2
114586	0	0.7	0.6
116765	1	0.7	0.7
20437	1	0.9	0.1
67530	0	0.6	0.5
310647	0	0.9	1
207513	0	0.2	0.3
242191	1	0.9	0.3
319767	1	0.1	0.9
106493	1	0.3	0.5
329305	0	0.9	0
186658	0	0.2	0.9
400931	1	0.5	0.1
145745	1	0.8	0.3
320864	0	0	0.1
137711	0	0	0.5
126974	1	0.5	1
349858	1	0.7	0.9
358582	0	0.7	0.2
416978	0	1	1
26192	0	0.1	0.9
124968	1	0.1	0.9
222912	1	0.1	1
122944	1	0	1
17012	0	0.7	0.9
57564	1	0.5	0.2
375704	1	0.7	0.5
88594	1	0.4	0.5
207744	1	0.2	0.4
262162	0	0.5	1
125138	1	0.2	1
96588	1	0.5	0.8
49343	0	1	1
305828	1	0.4	0.3
71235	0	1	0.2
247828	1	0	0.9
222893	1	0	0.2
93446	0	0.2	0.9
408740	1	0.8	0.4
125903	1	0.6	0.8
328927	1	0	0
167929	0	0.2	0.2
206196	1	0.6	0.4
204359	1	0.5	0.3
257631	0	0.8	0
188036	1	1	0.9
271568	1	0.1	0.9
247105	1	0.7	0.6
143952	1	1	0.8
125355	1	0.6	0.5
266696	0	0.8	0.7
157617	1	0.5	0.5
396860	0	0.5	0.7
153053	0	0.9	0.2
94882	0	1	0
382700	1	0.1	0.6
19583	0	0.2	0.5
136302	0	0.1	0.5
354780	0	0.4	0
